ids,date,domain
1613,Thursday,microsoft.com
1613,Monday,www.google.com
1613,Wednesday,data.microsoft.com
1613,Friday,partner.netflix.net
1613,Saturday,live.com
1613,Monday,ftl.netflix.com
1613,Wednesday,events.data.microsoft.com
1613,Thursday,netflix.com
1613,Saturday,prod.partner.netflix.net
1613,Friday,data.microsoft.com
1613,Thursday,api-global.netflix.com
1613,Monday,live.com
1613,Monday,netflix.com
1613,Monday,netflix.net
1613,Monday,ftl.netflix.com
1613,Wednesday,www.google.com
1614,Thursday,windowsupdate.com
1614,Friday,prod.ftl.netflix.com
1614,Wednesday,prod.ftl.netflix.com
1614,Thursday,microsoft.com
1614,Friday,ftl.netflix.com
1614,Thursday,partner.netflix.net
1614,Wednesday,api-global.netflix.com
1614,Monday,windowsupdate.com
1614,Thursday,netflix.com
1614,Wednesday,data.microsoft.com
1614,Wednesday,microsoft.com
1614,Wednesday,microsoft.com
1614,Monday,prod.ftl.netflix.com
1614,Friday,data.microsoft.com
1614,Wednesday,microsoft.com
1614,Thursday,data.microsoft.com
1614,Thursday,www.google.com
1614,Friday,google.com
1614,Saturday,ichnaea.netflix.com
1614,Wednesday,microsoft.com
1614,Thursday,data.microsoft.com
1614,Tuesday,netflix.com
1614,Friday,microsoft.com
1614,Tuesday,api-global.netflix.com
1614,Thursday,google.com
1614,Tuesday,prod.partner.netflix.net
1614,Friday,windowsupdate.com
1614,Tuesday,google.com
1615,Saturday,data.microsoft.com
1615,Tuesday,partner.netflix.net
1615,Sunday,google.com
1615,Tuesday,events.data.microsoft.com
1615,Sunday,settings-win.data.microsoft.com
1616,Wednesday,api-global.netflix.com
1616,Friday,api-global.netflix.com
1616,Friday,windowsupdate.com
1616,Wednesday,www.google.com
1616,Monday,api-global.netflix.com
1616,Friday,netflix.com
1616,Wednesday,google.com
1616,Wednesday,settings-win.data.microsoft.com
1616,Thursday,microsoftonline.com
1616,Saturday,google.com
1616,Thursday,www.google.com
1616,Sunday,windowsupdate.com
1616,Sunday,www.google.com
1616,Tuesday,ftl.netflix.com
1616,Friday,ftl.netflix.com
1616,Saturday,data.microsoft.com
1616,Tuesday,microsoft.com
1616,Monday,prod.ftl.netflix.com
1616,Tuesday,netflix.com
1616,Thursday,preapp.prod.partner.netflix.net
1616,Friday,events.data.microsoft.com
1618,Monday,google.com
1619,Tuesday,api-global.netflix.com
1620,Tuesday,www.google.com
1620,Wednesday,prod.ftl.netflix.com
1620,Friday,windowsupdate.com
1620,Thursday,ftl.netflix.com
1620,Sunday,windowsupdate.com
1620,Tuesday,api-global.netflix.com
1620,Wednesday,partner.netflix.net
1620,Wednesday,windowsupdate.com
1620,Friday,safebrowsing.googleapis.com
1621,Thursday,google.com
1621,Wednesday,microsoft.com
1621,Friday,prod.ftl.netflix.com
1621,Tuesday,netflix.com
1621,Sunday,api-global.netflix.com
1621,Tuesday,settings-win.data.microsoft.com
1621,Thursday,google.com
1621,Saturday,windowsupdate.com
1621,Wednesday,microsoft.com
1621,Friday,ctldl.windowsupdate.com
1621,Sunday,settings-win.data.microsoft.com
1621,Friday,netflix.com
1621,Friday,ftl.netflix.com
1621,Sunday,microsoft.com
1621,Wednesday,microsoft.com
1621,Tuesday,microsoftonline.com
1622,Saturday,preapp.prod.partner.netflix.net
1622,Friday,events.data.microsoft.com
1622,Monday,windowsupdate.com
1622,Monday,google.com
1622,Sunday,preapp.prod.partner.netflix.net
1622,Tuesday,data.microsoft.com
1622,Tuesday,microsoft.com
1622,Tuesday,data.microsoft.com
1622,Monday,netflix.com
1622,Monday,windowsupdate.com
1622,Saturday,www.google.com
1622,Sunday,microsoft.com
1622,Thursday,google.com
1622,Thursday,api-global.netflix.com
1622,Tuesday,events.data.microsoft.com
1622,Wednesday,settings-win.data.microsoft.com
1623,Thursday,data.microsoft.com
1623,Sunday,api-global.netflix.com
1623,Wednesday,microsoft.com
1624,Tuesday,google.com
1624,Wednesday,google.com
1624,Friday,google.com
1624,Saturday,data.microsoft.com
1625,Monday,google.com
1626,Thursday,netflix.com
1626,Tuesday,data.microsoft.com
1626,Saturday,prod.partner.netflix.net
1626,Wednesday,www.google.com
1626,Tuesday,windowsupdate.com
1626,Sunday,live.com
1626,Wednesday,google.com
1626,Friday,settings-win.data.microsoft.com
1626,Thursday,www.google.com
1626,Tuesday,google.com
1626,Friday,api-global.netflix.com
1626,Sunday,data.microsoft.com
1626,Thursday,prod.partner.netflix.net
1626,Saturday,microsoft.com
1626,Monday,partner.netflix.net
1626,Saturday,prod.ftl.netflix.com
1627,Monday,api-global.netflix.com
1627,Thursday,ftl.netflix.com
1627,Monday,www.google.com
1627,Thursday,netflix.com
1627,Monday,microsoft.com
1627,Wednesday,windowsupdate.com
1627,Saturday,netflix.com
1627,Friday,www.google.com
1627,Thursday,microsoftonline.com
1627,Monday,prod.ftl.netflix.com
1627,Thursday,www.google.com
1627,Saturday,netflix.com
1627,Tuesday,data.microsoft.com
1627,Wednesday,live.com
1627,Wednesday,ichnaea.netflix.com
1629,Wednesday,prod.ftl.netflix.com
1629,Thursday,data.microsoft.com
1629,Thursday,events.data.microsoft.com
1629,Tuesday,google.com
1629,Tuesday,data.microsoft.com
1629,Tuesday,data.microsoft.com
1629,Friday,netflix.net
1629,Sunday,data.microsoft.com
1629,Sunday,www.google.com
1629,Thursday,ftl.netflix.com
1629,Wednesday,google.com
1629,Friday,microsoftonline.com
1629,Saturday,netflix.com
1629,Wednesday,microsoft.com
1629,Wednesday,windowsupdate.com
1629,Sunday,partner.netflix.net
1630,Wednesday,ichnaea.netflix.com
1630,Friday,ftl.netflix.com
1630,Tuesday,microsoft.com
1630,Saturday,prod.ftl.netflix.com
1630,Monday,live.com
1631,Tuesday,preapp.prod.partner.netflix.net
1631,Friday,events.data.microsoft.com
1631,Friday,www.google.com
1631,Tuesday,prod.ftl.netflix.com
1631,Friday,microsoft.com
1631,Sunday,microsoftonline.com
1631,Friday,events.data.microsoft.com
1632,Thursday,windowsupdate.com
1632,Monday,netflix.com
1632,Wednesday,ctldl.windowsupdate.com
1632,Tuesday,netflix.com
1632,Wednesday,microsoft.com
1632,Friday,windowsupdate.com
1632,Friday,windowsupdate.com
1632,Tuesday,ftl.netflix.com
1632,Monday,netflix.com
1632,Thursday,windowsupdate.com
1632,Friday,microsoft.com
1632,Thursday,settings-win.data.microsoft.com
1632,Thursday,events.data.microsoft.com
1632,Friday,windowsupdate.com
1632,Saturday,data.microsoft.com
1632,Monday,data.microsoft.com
1632,Sunday,events.data.microsoft.com
1632,Saturday,ftl.netflix.com
1632,Wednesday,microsoftonline.com
1632,Thursday,microsoft.com
1632,Thursday,api-global.netflix.com
1632,Friday,api-global.netflix.com
1632,Saturday,prod.partner.netflix.net
1633,Saturday,microsoft.com
1633,Friday,ctldl.windowsupdate.com
1633,Monday,data.microsoft.com
1633,Tuesday,windowsupdate.com
1633,Saturday,ftl.netflix.com
1633,Thursday,microsoft.com
1633,Thursday,google.com
1633,Thursday,partner.netflix.net
1633,Thursday,prod.ftl.netflix.com
1633,Thursday,netflix.com
1633,Thursday,www.google.com
1633,Wednesday,netflix.com
1633,Tuesday,events.data.microsoft.com
1633,Monday,partner.netflix.net
1633,Monday,api-global.netflix.com
1633,Thursday,microsoft.com
1633,Tuesday,google.com
1633,Saturday,microsoft.com
1633,Tuesday,live.com
1633,Wednesday,windowsupdate.com
1634,Thursday,netflix.com
1634,Monday,api-global.netflix.com
1634,Friday,ftl.netflix.com
1634,Tuesday,prod.ftl.netflix.com
1634,Wednesday,microsoft.com
1634,Wednesday,ftl.netflix.com
1634,Monday,ichnaea.netflix.com
1634,Friday,google.com
1634,Sunday,data.microsoft.com
1634,Sunday,www.google.com
1634,Saturday,partner.netflix.net
1635,Wednesday,ftl.netflix.com
1635,Wednesday,prod.partner.netflix.net
1635,Tuesday,prod.ftl.netflix.com
1635,Wednesday,ftl.netflix.com
1635,Thursday,preapp.prod.partner.netflix.net
1635,Tuesday,netflix.com
1635,Monday,microsoft.com
1635,Monday,api-global.netflix.com
1635,Monday,ftl.netflix.com
1635,Wednesday,www.google.com
1635,Sunday,prod.ftl.netflix.com
1635,Monday,google.com
1635,Wednesday,api-global.netflix.com
1635,Monday,events.data.microsoft.com
1635,Tuesday,www.google.com
1635,Sunday,microsoft.com
1635,Wednesday,events.data.microsoft.com
1635,Tuesday,api-global.netflix.com
1635,Thursday,google.com
1635,Sunday,data.microsoft.com
1635,Tuesday,api-global.netflix.com
1635,Thursday,google.com
1635,Wednesday,windowsupdate.com
1635,Tuesday,live.com
1635,Thursday,netflix.com
1635,Monday,microsoft.com
1635,Wednesday,safebrowsing.googleapis.com
1635,Monday,safebrowsing.googleapis.com
1635,Monday,ichnaea.netflix.com
1635,Wednesday,www.google.com
1635,Sunday,api-global.netflix.com
1635,Saturday,www.google.com
1635,Wednesday,ftl.netflix.com
1636,Friday,microsoft.com
1636,Wednesday,windowsupdate.com
1636,Saturday,data.microsoft.com
1636,Monday,live.com
1636,Monday,data.microsoft.com
1636,Friday,ftl.netflix.com
1636,Friday,prod.partner.netflix.net
1636,Saturday,ichnaea.netflix.com
1636,Monday,preapp.prod.partner.netflix.net
1636,Monday,data.microsoft.com
1636,Tuesday,windowsupdate.com
1637,Thursday,netflix.com
1637,Sunday,windowsupdate.com
1637,Friday,google.com
1637,Friday,data.microsoft.com
1637,Friday,microsoft.com
1637,Tuesday,netflix.com
1637,Monday,google.com
1637,Monday,events.data.microsoft.com
1637,Saturday,microsoft.com
1637,Saturday,microsoft.com
1637,Tuesday,netflix.com
1637,Saturday,netflix.com
1637,Tuesday,windowsupdate.com
1637,Friday,windowsupdate.com
1637,Friday,microsoft.com
1637,Friday,microsoft.com
1637,Tuesday,data.microsoft.com
1637,Wednesday,google.com
1637,Tuesday,netflix.com
1637,Wednesday,ichnaea.netflix.com
1637,Sunday,safebrowsing.googleapis.com
1637,Saturday,www.google.com
1637,Monday,microsoft.com
1637,Friday,safebrowsing.googleapis.com
1637,Sunday,ftl.netflix.com
1637,Thursday,events.data.microsoft.com
1637,Sunday,prod.partner.netflix.net
1637,Friday,settings-win.data.microsoft.com
1637,Friday,netflix.com
1637,Friday,www.google.com
1638,Monday,data.microsoft.com
1638,Sunday,ftl.netflix.com
1638,Friday,prod.partner.netflix.net
1638,Wednesday,api-global.netflix.com
1638,Tuesday,google.com
1638,Thursday,ctldl.windowsupdate.com
1638,Thursday,partner.netflix.net
1638,Thursday,ftl.netflix.com
1638,Saturday,data.microsoft.com
1638,Wednesday,windowsupdate.com
1638,Tuesday,google.com
1638,Thursday,events.data.microsoft.com
1638,Tuesday,windowsupdate.com
1638,Saturday,prod.ftl.netflix.com
1638,Thursday,partner.netflix.net
1642,Monday,api-global.netflix.com
1643,Thursday,events.data.microsoft.com
1643,Monday,windowsupdate.com
1643,Tuesday,events.data.microsoft.com
1643,Wednesday,microsoft.com
1643,Thursday,data.microsoft.com
1643,Sunday,microsoftonline.com
1643,Friday,windowsupdate.com
1643,Tuesday,google.com
1643,Friday,prod.ftl.netflix.com
1643,Sunday,ichnaea.netflix.com
1644,Wednesday,prod.ftl.netflix.com
1644,Wednesday,microsoft.com
1644,Wednesday,microsoft.com
1644,Wednesday,prod.ftl.netflix.com
1644,Sunday,prod.ftl.netflix.com
1644,Sunday,microsoft.com
1644,Sunday,ftl.netflix.com
1644,Friday,google.com
1644,Wednesday,prod.ftl.netflix.com
1644,Tuesday,microsoft.com
1644,Monday,data.microsoft.com
1644,Monday,www.google.com
1644,Friday,data.microsoft.com
1644,Wednesday,prod.ftl.netflix.com
1644,Tuesday,www.google.com
1644,Tuesday,microsoft.com
1644,Thursday,data.microsoft.com
1644,Tuesday,netflix.com
1644,Monday,partner.netflix.net
1644,Thursday,api-global.netflix.com
1644,Wednesday,netflix.com
1644,Saturday,prod.ftl.netflix.com
1644,Saturday,google.com
1644,Friday,windowsupdate.com
1644,Friday,www.google.com
1644,Monday,events.data.microsoft.com
1644,Friday,events.data.microsoft.com
1644,Friday,data.microsoft.com
1644,Wednesday,api-global.netflix.com
1644,Monday,microsoft.com
1644,Wednesday,netflix.net
1644,Monday,prod.ftl.netflix.com
1644,Thursday,www.google.com
1644,Monday,ctldl.windowsupdate.com
1644,Friday,google.com
1644,Monday,google.com
1644,Wednesday,data.microsoft.com
1644,Tuesday,windowsupdate.com
1644,Wednesday,windowsupdate.com
1644,Monday,microsoftonline.com
1644,Tuesday,api-global.netflix.com
1644,Thursday,api-global.netflix.com
1644,Thursday,ctldl.windowsupdate.com
1644,Monday,events.data.microsoft.com
1644,Thursday,safebrowsing.googleapis.com
1644,Monday,ftl.netflix.com
1644,Friday,api-global.netflix.com
1644,Thursday,windowsupdate.com
1644,Tuesday,www.google.com
1644,Friday,data.microsoft.com
1644,Thursday,api-global.netflix.com
1644,Wednesday,google.com
1644,Monday,ftl.netflix.com
1644,Sunday,google.com
1644,Wednesday,events.data.microsoft.com
1644,Tuesday,prod.partner.netflix.net
1644,Monday,google.com
1644,Saturday,ftl.netflix.com
1645,Thursday,events.data.microsoft.com
1645,Tuesday,events.data.microsoft.com
1645,Wednesday,windowsupdate.com
1645,Tuesday,windowsupdate.com
1645,Thursday,preapp.prod.partner.netflix.net
1645,Monday,microsoft.com
1645,Wednesday,google.com
1645,Friday,microsoft.com
1645,Saturday,windowsupdate.com
1646,Friday,netflix.com
1646,Friday,microsoft.com
1647,Saturday,data.microsoft.com
1647,Friday,google.com
1647,Friday,netflix.com
1647,Saturday,microsoft.com
1647,Monday,events.data.microsoft.com
1647,Friday,microsoft.com
1647,Monday,api-global.netflix.com
1647,Tuesday,www.google.com
1647,Sunday,www.google.com
1647,Monday,ftl.netflix.com
1647,Thursday,live.com
1647,Thursday,api-global.netflix.com
1647,Monday,api-global.netflix.com
1648,Thursday,ftl.netflix.com
1648,Friday,windowsupdate.com
1648,Friday,netflix.com
1648,Monday,events.data.microsoft.com
1648,Thursday,settings-win.data.microsoft.com
1648,Tuesday,google.com
1648,Monday,events.data.microsoft.com
1648,Friday,windowsupdate.com
1648,Tuesday,netflix.com
1648,Monday,windowsupdate.com
1649,Thursday,google.com
1649,Monday,api-global.netflix.com
1649,Wednesday,www.google.com
1650,Tuesday,netflix.com
1650,Monday,events.data.microsoft.com
1650,Friday,google.com
1650,Tuesday,google.com
1650,Thursday,data.microsoft.com
1650,Monday,microsoft.com
1650,Thursday,windowsupdate.com
1650,Saturday,google.com
1650,Friday,prod.ftl.netflix.com
1650,Monday,www.google.com
1650,Tuesday,www.google.com
1650,Wednesday,google.com
1650,Thursday,ftl.netflix.com
1650,Thursday,google.com
1650,Friday,data.microsoft.com
1650,Wednesday,windowsupdate.com
1650,Sunday,google.com
1650,Tuesday,microsoft.com
1650,Thursday,netflix.com
1650,Saturday,data.microsoft.com
1651,Monday,preapp.prod.partner.netflix.net
1651,Wednesday,netflix.com
1651,Monday,www.google.com
1651,Friday,events.data.microsoft.com
1651,Thursday,www.google.com
1651,Wednesday,api-global.netflix.com
1651,Thursday,www.google.com
1651,Wednesday,live.com
1651,Thursday,ftl.netflix.com
1651,Wednesday,ftl.netflix.com
1651,Tuesday,netflix.net
1651,Saturday,data.microsoft.com
1651,Wednesday,microsoft.com
1651,Wednesday,windowsupdate.com
1651,Friday,prod.partner.netflix.net
1651,Sunday,google.com
1651,Tuesday,netflix.com
1651,Monday,netflix.com
1651,Monday,data.microsoft.com
1651,Monday,prod.ftl.netflix.com
1651,Wednesday,www.google.com
1651,Wednesday,preapp.prod.partner.netflix.net
1651,Wednesday,data.microsoft.com
1651,Friday,data.microsoft.com
1651,Thursday,windowsupdate.com
1651,Tuesday,microsoftonline.com
1651,Saturday,microsoftonline.com
1652,Thursday,netflix.com
1652,Wednesday,partner.netflix.net
1652,Tuesday,google.com
1652,Friday,api-global.netflix.com
1654,Thursday,www.google.com
1654,Friday,partner.netflix.net
1654,Wednesday,api-global.netflix.com
1654,Monday,google.com
1654,Tuesday,data.microsoft.com
1654,Friday,api-global.netflix.com
1654,Wednesday,www.google.com
1654,Wednesday,netflix.com
1654,Friday,api-global.netflix.com
1654,Thursday,prod.ftl.netflix.com
1654,Friday,prod.ftl.netflix.com
1654,Monday,api-global.netflix.com
1654,Tuesday,events.data.microsoft.com
1654,Tuesday,data.microsoft.com
1654,Tuesday,live.com
1654,Saturday,preapp.prod.partner.netflix.net
1654,Sunday,windowsupdate.com
1654,Friday,prod.ftl.netflix.com
1654,Tuesday,google.com
1654,Tuesday,prod.partner.netflix.net
1654,Wednesday,events.data.microsoft.com
1654,Saturday,netflix.com
1654,Wednesday,data.microsoft.com
1654,Tuesday,data.microsoft.com
1655,Tuesday,microsoftonline.com
1655,Sunday,data.microsoft.com
1655,Thursday,microsoft.com
1655,Friday,windowsupdate.com
1655,Wednesday,ctldl.windowsupdate.com
1655,Saturday,events.data.microsoft.com
1655,Friday,netflix.com
1655,Friday,www.google.com
1655,Monday,microsoft.com
1655,Tuesday,safebrowsing.googleapis.com
1655,Friday,events.data.microsoft.com
1655,Tuesday,microsoft.com
1655,Sunday,data.microsoft.com
1655,Saturday,windowsupdate.com
1655,Sunday,prod.ftl.netflix.com
1655,Wednesday,windowsupdate.com
1655,Friday,settings-win.data.microsoft.com
1655,Wednesday,ftl.netflix.com
1655,Saturday,settings-win.data.microsoft.com
1656,Sunday,live.com
1657,Thursday,data.microsoft.com
1657,Tuesday,google.com
1657,Tuesday,prod.partner.netflix.net
1657,Thursday,google.com
1657,Tuesday,netflix.com
1657,Thursday,preapp.prod.partner.netflix.net
1657,Sunday,data.microsoft.com
1657,Wednesday,microsoft.com
1657,Friday,data.microsoft.com
1657,Sunday,prod.partner.netflix.net
1657,Thursday,google.com
1657,Tuesday,windowsupdate.com
1657,Wednesday,prod.partner.netflix.net
1657,Wednesday,google.com
1657,Monday,api-global.netflix.com
1657,Monday,windowsupdate.com
1657,Monday,microsoftonline.com
1657,Friday,ftl.netflix.com
1658,Monday,prod.ftl.netflix.com
1658,Monday,prod.ftl.netflix.com
1658,Monday,preapp.prod.partner.netflix.net
1658,Sunday,ichnaea.netflix.com
1658,Thursday,data.microsoft.com
1658,Friday,ichnaea.netflix.com
1658,Thursday,data.microsoft.com
1658,Wednesday,windowsupdate.com
1659,Friday,events.data.microsoft.com
1659,Thursday,netflix.com
1659,Wednesday,prod.ftl.netflix.com
1659,Tuesday,microsoftonline.com
1659,Tuesday,safebrowsing.googleapis.com
1659,Wednesday,google.com
1659,Saturday,settings-win.data.microsoft.com
1659,Friday,ftl.netflix.com
1659,Friday,settings-win.data.microsoft.com
1659,Sunday,windowsupdate.com
1659,Wednesday,events.data.microsoft.com
1659,Wednesday,www.google.com
1659,Monday,api-global.netflix.com
1659,Tuesday,settings-win.data.microsoft.com
1659,Wednesday,microsoft.com
1659,Sunday,data.microsoft.com
1659,Friday,ftl.netflix.com
1659,Sunday,www.google.com
1659,Tuesday,google.com
1659,Friday,api-global.netflix.com
1659,Thursday,preapp.prod.partner.netflix.net
1660,Wednesday,data.microsoft.com
1660,Monday,www.google.com
1660,Monday,prod.ftl.netflix.com
1660,Wednesday,prod.ftl.netflix.com
1660,Monday,data.microsoft.com
1660,Sunday,www.google.com
1660,Sunday,data.microsoft.com
1660,Wednesday,netflix.com
1660,Thursday,events.data.microsoft.com
1660,Tuesday,prod.ftl.netflix.com
1660,Saturday,microsoft.com
1660,Monday,events.data.microsoft.com
1660,Saturday,live.com
1660,Wednesday,api-global.netflix.com
1660,Thursday,data.microsoft.com
1660,Wednesday,www.google.com
1660,Tuesday,netflix.com
1660,Thursday,www.google.com
1660,Friday,netflix.com
1660,Thursday,ftl.netflix.com
1660,Monday,data.microsoft.com
1660,Wednesday,google.com
1660,Monday,events.data.microsoft.com
1660,Thursday,prod.partner.netflix.net
1660,Tuesday,prod.ftl.netflix.com
1660,Wednesday,www.google.com
1660,Sunday,data.microsoft.com
1660,Tuesday,api-global.netflix.com
1660,Wednesday,api-global.netflix.com
1660,Sunday,www.google.com
1660,Tuesday,google.com
1660,Tuesday,events.data.microsoft.com
1660,Friday,ctldl.windowsupdate.com
1660,Monday,netflix.com
1660,Monday,www.google.com
1660,Friday,microsoft.com
1660,Friday,netflix.com
1661,Wednesday,www.google.com
1661,Monday,ftl.netflix.com
1661,Tuesday,api-global.netflix.com
1661,Tuesday,partner.netflix.net
1661,Tuesday,ftl.netflix.com
1661,Thursday,microsoft.com
1661,Tuesday,microsoftonline.com
1661,Friday,netflix.net
1661,Monday,ftl.netflix.com
1661,Sunday,data.microsoft.com
1661,Thursday,microsoft.com
1661,Monday,api-global.netflix.com
1661,Thursday,www.google.com
1661,Sunday,google.com
1662,Tuesday,data.microsoft.com
1662,Thursday,data.microsoft.com
1662,Wednesday,netflix.com
1662,Tuesday,events.data.microsoft.com
1662,Friday,google.com
1662,Tuesday,api-global.netflix.com
1664,Wednesday,netflix.com
1664,Tuesday,api-global.netflix.com
1664,Saturday,api-global.netflix.com
1664,Wednesday,prod.ftl.netflix.com
1664,Monday,events.data.microsoft.com
1664,Monday,settings-win.data.microsoft.com
1664,Thursday,microsoft.com
1664,Wednesday,api-global.netflix.com
1664,Wednesday,live.com
1665,Thursday,ftl.netflix.com
1665,Wednesday,ftl.netflix.com
1665,Wednesday,microsoft.com
1665,Monday,preapp.prod.partner.netflix.net
1665,Tuesday,ctldl.windowsupdate.com
1665,Monday,prod.ftl.netflix.com
1665,Thursday,microsoft.com
1665,Thursday,data.microsoft.com
1665,Tuesday,ichnaea.netflix.com
1665,Saturday,events.data.microsoft.com
1665,Friday,live.com
1665,Thursday,microsoft.com
1665,Sunday,microsoft.com
1665,Saturday,ftl.netflix.com
1665,Saturday,prod.ftl.netflix.com
1665,Saturday,data.microsoft.com
1665,Wednesday,live.com
1665,Friday,www.google.com
1665,Wednesday,microsoft.com
1665,Monday,prod.ftl.netflix.com
1665,Monday,prod.ftl.netflix.com
1665,Monday,prod.partner.netflix.net
1665,Saturday,google.com
1665,Sunday,google.com
1665,Thursday,events.data.microsoft.com
1665,Tuesday,windowsupdate.com
1665,Monday,google.com
1665,Friday,google.com
1666,Thursday,events.data.microsoft.com
1666,Wednesday,api-global.netflix.com
1666,Friday,www.google.com
1666,Saturday,ftl.netflix.com
1666,Wednesday,events.data.microsoft.com
1666,Monday,google.com
1666,Thursday,events.data.microsoft.com
1666,Friday,events.data.microsoft.com
1666,Monday,api-global.netflix.com
1666,Thursday,preapp.prod.partner.netflix.net
1666,Saturday,google.com
1666,Friday,prod.partner.netflix.net
1666,Tuesday,windowsupdate.com
1666,Thursday,live.com
1666,Saturday,data.microsoft.com
1666,Thursday,microsoftonline.com
1666,Tuesday,data.microsoft.com
1666,Tuesday,data.microsoft.com
1666,Tuesday,api-global.netflix.com
1666,Monday,www.google.com
1666,Saturday,ctldl.windowsupdate.com
1666,Sunday,windowsupdate.com
1666,Wednesday,api-global.netflix.com
1666,Wednesday,netflix.com
1666,Thursday,netflix.com
1666,Sunday,api-global.netflix.com
1666,Monday,google.com
1666,Monday,preapp.prod.partner.netflix.net
1666,Thursday,windowsupdate.com
1666,Sunday,netflix.com
1666,Tuesday,data.microsoft.com
1666,Thursday,safebrowsing.googleapis.com
1666,Thursday,events.data.microsoft.com
1666,Wednesday,prod.ftl.netflix.com
1666,Saturday,microsoft.com
1668,Sunday,prod.ftl.netflix.com
1668,Saturday,data.microsoft.com
1668,Tuesday,microsoftonline.com
1669,Thursday,events.data.microsoft.com
1669,Monday,data.microsoft.com
1670,Thursday,windowsupdate.com
1671,Friday,ftl.netflix.com
1672,Friday,api-global.netflix.com
1672,Wednesday,api-global.netflix.com
1672,Monday,google.com
1673,Friday,google.com
1673,Tuesday,ichnaea.netflix.com
1673,Tuesday,ftl.netflix.com
1673,Thursday,windowsupdate.com
1673,Friday,windowsupdate.com
1673,Thursday,www.google.com
1673,Sunday,netflix.net
1673,Saturday,ichnaea.netflix.com
1674,Tuesday,data.microsoft.com
1674,Thursday,prod.ftl.netflix.com
1674,Wednesday,www.google.com
1674,Friday,netflix.com
1675,Monday,api-global.netflix.com
1675,Monday,data.microsoft.com
1676,Wednesday,api-global.netflix.com
1676,Sunday,microsoft.com
1676,Friday,data.microsoft.com
1676,Monday,windowsupdate.com
1677,Friday,netflix.com
1677,Saturday,data.microsoft.com
1678,Monday,microsoft.com
1678,Sunday,google.com
1678,Wednesday,ftl.netflix.com
1679,Thursday,netflix.com
1679,Sunday,ichnaea.netflix.com
1679,Tuesday,windowsupdate.com
1679,Tuesday,live.com
1679,Tuesday,prod.ftl.netflix.com
1679,Tuesday,ichnaea.netflix.com
1679,Thursday,api-global.netflix.com
1679,Monday,api-global.netflix.com
1679,Wednesday,data.microsoft.com
1679,Sunday,api-global.netflix.com
1679,Saturday,events.data.microsoft.com
1679,Tuesday,prod.ftl.netflix.com
1679,Tuesday,events.data.microsoft.com
1679,Sunday,ftl.netflix.com
1679,Thursday,api-global.netflix.com
1679,Friday,ftl.netflix.com
1679,Saturday,www.google.com
1679,Thursday,prod.ftl.netflix.com
1679,Thursday,safebrowsing.googleapis.com
1679,Thursday,www.google.com
1679,Thursday,api-global.netflix.com
1680,Saturday,prod.partner.netflix.net
1681,Tuesday,ctldl.windowsupdate.com
1681,Tuesday,safebrowsing.googleapis.com
1682,Friday,www.google.com
1682,Monday,google.com
1682,Friday,prod.ftl.netflix.com
1682,Wednesday,netflix.com
1682,Saturday,api-global.netflix.com
1683,Tuesday,prod.ftl.netflix.com
1683,Thursday,events.data.microsoft.com
1683,Thursday,settings-win.data.microsoft.com
1683,Tuesday,netflix.com
1683,Sunday,microsoft.com
1685,Monday,api-global.netflix.com
1685,Wednesday,events.data.microsoft.com
1685,Saturday,prod.ftl.netflix.com
1685,Tuesday,ftl.netflix.com
1685,Thursday,ichnaea.netflix.com
1685,Wednesday,data.microsoft.com
1685,Wednesday,netflix.com
1685,Wednesday,netflix.com
1687,Thursday,windowsupdate.com
1687,Thursday,netflix.com
1687,Thursday,netflix.net
1687,Sunday,prod.ftl.netflix.com
1688,Wednesday,prod.partner.netflix.net
1688,Sunday,microsoft.com
1688,Wednesday,netflix.com
1689,Monday,prod.ftl.netflix.com
1689,Saturday,ftl.netflix.com
1689,Saturday,prod.ftl.netflix.com
1689,Monday,preapp.prod.partner.netflix.net
1689,Saturday,windowsupdate.com
1689,Sunday,data.microsoft.com
1689,Monday,partner.netflix.net
1689,Saturday,microsoft.com
1690,Monday,google.com
1690,Wednesday,data.microsoft.com
1691,Thursday,netflix.com
1691,Monday,netflix.com
1691,Thursday,windowsupdate.com
1691,Saturday,netflix.com
1691,Tuesday,google.com
1692,Friday,ftl.netflix.com
1692,Monday,ftl.netflix.com
1692,Thursday,google.com
1692,Friday,data.microsoft.com
1692,Tuesday,ichnaea.netflix.com
1692,Tuesday,api-global.netflix.com
1692,Friday,data.microsoft.com
1692,Wednesday,windowsupdate.com
1692,Sunday,microsoft.com
1692,Thursday,preapp.prod.partner.netflix.net
1693,Tuesday,events.data.microsoft.com
1693,Wednesday,microsoft.com
1693,Sunday,safebrowsing.googleapis.com
1693,Monday,netflix.com
1693,Friday,prod.partner.netflix.net
1693,Friday,partner.netflix.net
1693,Monday,www.google.com
1693,Saturday,api-global.netflix.com
1693,Thursday,ftl.netflix.com
1693,Saturday,partner.netflix.net
1693,Tuesday,netflix.net
1693,Tuesday,google.com
1693,Thursday,ftl.netflix.com
1693,Wednesday,google.com
1693,Thursday,settings-win.data.microsoft.com
1693,Sunday,netflix.net
1693,Wednesday,netflix.com
1693,Thursday,www.google.com
1693,Wednesday,prod.partner.netflix.net
1693,Monday,settings-win.data.microsoft.com
1693,Friday,settings-win.data.microsoft.com
1693,Saturday,safebrowsing.googleapis.com
